Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guinea,GIN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.37,3.43,3.5,3.51,3.52,3.51,3.51,3.48,3.54,3.53,3.53,3.55,3.54,3.54,3.45,3.35,3.24,3.18,3.4,3.53,3.46,3.49,3.47,3.43,3.41,3.41,3.23,3.18,3.17,
Gambia,GMB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,12.58,12.73,12.93,12.9,13.02,12.93,12.89,12.9,12.88,12.81,12.83,12.77,12.93,12.8,12.61,12.52,12.28,12.16,12.55,12.61,12.52,12.79,12.61,12.53,12.52,12.36,12.34,12.15,12.04,
Guinea-Bissau,GNB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.01,3.06,3.18,3.29,3.15,3.15,3.19,3.08,3.28,3.15,3.17,3.16,3.2,3.17,3.1,2.98,2.92,2.87,3.06,3.09,3.08,3.02,3.08,3.07,3.03,2.96,2.88,2.81,2.79,
Guinea Ecuatorial,GNQ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,8.2,8.44,8.48,8.67,8.93,9.26,9.01,9.2,9.07,9.01,8.95,8.95,8.86,8.86,8.61,8.44,8.4,8.36,8.7,8.7,8.77,8.89,8.75,8.69,8.55,8.42,8.3,8.18,8.12,
Grecia,GRC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13,13.05,13.79,13.83,13.94,15.67,15.06,16.81,18.33,17.17,16.02,15.44,14.55,16.06,15.51,13.81,12.94,11.53,13.3,16.35,21.54,28.24,31.38,30.2,28.89,28.14,26.12,24.29,21.55,
Guatemala,GTM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.26,3.44,3.43,3.45,3.5,3.39,3.47,3.52,3.5,3.4,3.38,3.51,3.42,3.38,3.42,3.56,3.63,3.46,3.55,3.84,3.76,3.45,3.66,3.38,3.54,3.47,3.52,3.47,3.42,
Guam,GUM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.4,3.69,5.5,7.65,7.88,8.09,9.38,7.24,13.01,14.05,11.68,9.57,8.63,7.76,7.78,7.58,9.97,10.36,9.9,9.39,16.01,11.51,10.88,6.92,6.21,4.67,4.76,4.86,4.97,
Guyana,GUY,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,14.92,15.14,15.23,15.26,15.17,15.33,15.32,14.98,15.26,15.06,15.23,15.26,14.83,14.53,14.01,13.81,13.95,13.9,14.59,14.98,15.31,15.58,15.86,15.98,16.12,16.31,16.39,16.56,16.46,
Ingreso alto,HIC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.4183211,7.857298216,8.353502614,8.461381384,8.161581992,8.104046311,7.877719302,7.769333916,7.535672777,7.16264322,6.958178201,7.370316185,7.438262003,7.35496289,7.1346243,6.580567876,6.005532737,6.132661243,7.76268875,8.118447681,8.048676595,8.202400916,8.058806451,7.547692103,6.903524767,6.451081976,5.904599561,5.380014804,5.078863917,
"Hong Kong, Región Administrativa Especial",HKG,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.59,1.89,1.94,1.7,2.94,2.39,2.07,4.02,5.08,4.01,3.86,5.9,6.18,5.55,4.41,3.72,3.37,2.98,4.33,3.51,2.79,2.76,2.97,3.01,3.19,3.08,2.77,2.63,2.35,
Honduras,HND,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.39,2.94,3.19,3.16,3.39,4.42,3.32,4.35,3.79,4.12,4.08,4.79,6.55,8.3,6.45,4.43,4.34,3.87,4.3,5.44,6.38,5.17,7.54,9.38,8.96,9.03,8.02,7.24,7.13,
Países pobres muy endeudados (PPME),HPC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.676367882,4.695661321,4.787966472,4.753178062,4.803803223,4.840933758,4.820706401,4.897144167,5.093128781,5.085857207,5.05152418,5.128910573,5.232452735,5.162715947,5.027341882,4.902441202,4.762319627,4.689366506,5.084479022,5.405463109,5.351124602,5.244027044,5.12654312,4.991624051,5.020791887,4.910271039,4.7929351,4.713906959,4.668975959,
Croacia,HRV,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,11.17,10.51,10.23,10.13,10.25,10.11,10.15,11.95,14.32,17.34,17.91,17.32,15.64,15.28,13.84,12.68,11.34,10.34,10.71,12.31,13.72,15.98,16.76,18.27,16.9,13.79,11.91,9.34,7.16,
Haití,HTI,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,8.16,8.18,8.28,8.29,8.45,8.25,8.25,8.26,8.32,9.46,10.69,12.09,13.54,14.88,16.37,17.65,19.04,18.4,18.52,18.04,17.7,17.1,17.14,16.97,16.88,16.76,16.55,16.4,16.25,
Hungría,HUN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,9.02,8.72,10.38,9.36,8.69,9.03,7.86,8.09,6.21,5.79,4.87,5.08,5.38,5.86,7.43,7.91,7.74,8.01,9.74,10.66,10.98,10.61,10.14,7.91,7.04,5.11,4.57,3.99,3.5,
Sólo BIRF,IBD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.310371821,4.299211175,4.597757245,5.088094037,5.457536836,5.582657396,5.732960467,5.968388995,6.234863643,6.117504833,6.253320162,6.477986128,6.664022598,6.554630615,6.476554636,6.150734175,5.89361621,5.694145712,6.058280141,5.929425815,5.71968625,5.639436865,5.625025871,5.566069529,5.763601939,5.898983664,5.879480228,5.749769359,5.881937899,
BIRF y la AIF,IBT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.222392412,4.219671434,4.489473311,4.915899169,5.239516592,5.367294965,5.490052587,5.708459998,5.946868826,5.847397763,5.955439634,6.149927275,6.300847115,6.205251524,6.128883967,5.826439156,5.594732476,5.42068106,5.763364584,5.657353321,5.484100627,5.432219667,5.446030689,5.410397852,5.611464057,5.768594875,5.751719807,5.595110053,5.654743481,
total de la AIF,IDA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.778042996,3.821519398,3.954742461,4.073541068,4.182382213,4.337706257,4.347349331,4.502955021,4.628068652,4.62676828,4.629622725,4.708339305,4.724776037,4.707317886,4.657089456,4.48080231,4.374499808,4.330323788,4.613197559,4.626063251,4.612082367,4.67640329,4.803164415,4.863496766,5.089073601,5.329158706,5.332271657,5.09907,4.94002129,
mezcla de la AIF,IDB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.198417091,3.359887111,3.645483131,3.943333712,4.151407538,4.553377078,4.554337058,4.842591949,4.812272225,4.654289695,4.536430116,4.452528705,4.234451033,4.039239479,3.815472168,3.567319507,3.36284161,3.367483809,3.506320758,3.627288794,3.40033106,3.476861366,3.770952885,4.227918775,5.028128627,6.019736988,6.348773569,5.85993123,5.440973772,
Indonesia,IDN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.98,2.97,3.04,5.15,5.53,5.9,5.66,6.52,6.89,6.71,7.38,7.86,8.31,9.18,10.05,9.29,9.91,8.11,6.7,6.4,5.57,4.79,4.27,3.88,4.43,3.87,3.6,4.18,3.35,
Sólo AIF,IDX,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.999770122,3.998623804,4.073957146,4.123965179,4.19414508,4.255017391,4.267188119,4.371383838,4.556800877,4.616088524,4.665570992,4.806732209,4.914278325,4.966855831,4.983963581,4.838903646,4.773394841,4.71135825,5.055615969,5.028678544,5.104128296,5.157426008,5.211229895,5.114396737,5.11316965,5.060114221,4.942568428,4.810551521,4.74992241,
India,IND,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.09,5.36,5.44,5.59,5.64,5.63,5.47,5.56,5.74,5.48,5.51,5.51,5.72,5.71,5.73,5.6,5.52,5.17,5.67,5.82,5.66,5.6,5.63,5.63,5.6,5.54,5.4,5.3,5.21,
Irlanda,IRL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,16.59,15.31,15.84,14.71,12.07,11.79,10.16,7.34,5.62,4.27,3.55,3.75,4.01,3.83,4.01,4.21,4.93,5.7,9.51,11.41,12.5,12.75,12.42,10.88,8.91,7.6,6.29,5.69,4.69,
"Irán, República Islámica del",IRN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,24.45,21.57,19.09,16.71,14.95,13.41,14.38,15.71,17.02,18.65,19.89,21.84,18.98,16.18,18.23,16.16,15.94,16.83,16.98,20.67,20.58,20.62,19.75,19.76,19.49,20.76,19.87,18.96,18.12,
Iraq,IRQ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.42,7.76,7.83,7.66,7.65,7.75,7.85,7.87,7.9,7.57,7.55,7.58,7.93,7.89,7.6,7.55,7.44,8.36,9.4,10.43,11.4,12.49,16.9,22.04,22.13,22.34,31.02,30.75,30.59,
Islandia,ISL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.89,4.9,5.6,5.54,4.9,3.45,3.82,3.8,2.79,2.62,2.24,2.65,3.97,2.76,2.49,3.06,2.27,2.59,5.69,6.73,6.21,5.66,5.08,4.79,4.05,3.05,2.72,2.54,3.12,
Israel,ISR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,16.43,17.11,14.87,12.35,10.74,9.69,10.9,11.21,11.54,11.16,12.01,12.74,13.81,13.77,11.63,11.04,9.81,7.86,9.18,7.95,6.95,6.98,6.24,5.92,5.39,4.94,4.32,3.95,3.93,
Italia,ITA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,15.78,13.89,14.85,15.33,16.12,16.24,16.41,16.54,16.27,14.86,13.03,12.6,11.95,10.24,10.06,8.78,7.84,8.5,9.22,9.6,9.55,11.83,13.07,13.8,12.69,12.78,12.39,11.78,11.1,
Jamaica,JAM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.88,22.86,22.45,21.76,22.44,23.06,23.46,22.23,22.89,22.32,20.91,19.66,16.76,15.65,15.81,14.47,14.3,13.9,14.87,16.25,16.8,18.1,20.09,18.16,17.88,17.43,15.39,11.91,9.94,
Jordania,JOR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,29.37,30.81,30.07,30.45,30.07,24.33,23.63,22.64,21.88,21.22,20.56,22.08,20.89,23.64,26.1,25.27,25.85,24.68,24.39,21.84,21.29,20.04,22.17,20.61,22.66,24.18,24.06,23.9,23.81,
Japón,JPN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.22,2.26,2.62,3.02,3.26,3.34,3.4,3.98,4.52,4.46,4.7,5.16,4.94,4.4,4.17,3.87,3.78,3.82,4.81,4.63,4.14,3.96,3.66,3.43,3.11,2.81,2.64,2.18,2.23,
Kazajstán,KAZ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.09,1.24,1.31,8.49,12.33,14.6,14.67,14.74,15.19,14.52,12.04,11.2,10.4,9.84,9.63,9.33,8.76,7.97,7.55,6.64,6.21,6.49,5.87,5.68,5.49,5.5,5.44,5.37,5.32,
Kenya,KEN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.84,2.82,2.93,3,3.03,3.02,2.94,2.99,3.02,2.97,3.03,2.99,3.04,3.04,3.02,2.93,2.87,2.71,2.95,3.09,3.05,3.03,3.06,3.01,2.99,2.94,2.85,2.82,2.76,
Kirguistán,KGZ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.14,1.22,3.77,5.14,6.33,8.45,8.7,10.14,9.61,8.67,9,14.26,11.04,9.27,9.05,9.03,9.1,9.4,9.77,9.94,9.85,9.47,9.66,9.49,9.02,8.74,8.91,8.78,8.7,
Camboya,KHM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.28,1.31,1.36,1.4,1.4,1.4,1.42,1.45,1.56,1.54,1.53,1.56,1.58,1.53,1.49,1.33,1.19,0.83,0.56,0.79,0.48,0.51,0.52,0.7,0.46,0.85,0.18,0.17,0.16,
"Corea, República de",KOR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.99,2.13,2.25,1.93,1.69,1.58,2.3,5.66,5.09,3.57,3.29,2.76,3.3,3.4,3.35,2.98,2.63,2.61,2.96,3.29,3.11,2.97,2.81,3.5,3.48,3.54,3.48,3.69,3.58,
Kuwait,KWT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.31,2.18,2.3,2.06,1.91,1.76,1.65,1.7,1.63,1.77,1.9,2.51,2.99,3.84,3.32,2.87,3.05,3.68,3.35,2.86,3.37,3.95,4.49,5.23,4.69,5.62,5.86,5.83,6.14,
América Latina y el Caribe (excluido altos ingresos),LAC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.746007177,7.729480231,7.822291912,8.399980673,9.773740939,10.1262019,10.28872189,10.65528371,11.32211179,11.33924452,10.54797587,10.64843375,10.72503976,10.38206593,9.909137354,9.174486288,8.801538363,8.257762478,9.282216151,8.693005214,8.060336961,7.786697175,7.630294829,7.284139718,8.006820488,9.357165998,9.731812164,9.586803914,9.67558315,
República Democrática Popular Lao,LAO,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.3,2.47,2.52,2.65,2.6,2.45,2.31,2.09,1.99,1.93,1.75,1.72,1.6,1.5,1.36,1.18,0.97,0.82,0.76,0.66,0.66,0.66,0.67,0.65,0.63,0.62,0.59,0.57,0.56,
Líbano,LBN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,10.66,10.15,10.32,10.38,10.35,10.28,10.36,10.14,9.96,9.86,9.81,9.77,9.63,9.56,9.74,9.88,10.18,10.36,10.52,10.54,10.41,10.47,10.48,10.37,10.27,10.18,10,9.86,9.77,
Liberia,LBR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.19,2.24,2.3,2.32,2.34,2.31,2.28,2.26,2.29,2.28,2.24,2.32,2.3,2.31,2.23,2.14,2.09,2.07,2.25,2.29,2.2,2.1,2.02,1.88,1.78,2.33,2.26,2.2,2.17,
Libia,LBY,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,25.82,25.51,25.72,25.83,25.3,25.57,25.37,25.29,25.33,25.32,25.68,25.81,25.86,25.38,25.28,24.79,24.6,24.26,25.13,25.19,24.48,25.08,24.76,24.94,25.22,25.1,24.97,24.7,24.13,
Santa Lucía,LCA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.72,23.17,22.93,23.04,21.06,19.62,24.06,26.31,20.63,21.27,22.5,24.15,28.36,25.2,23.12,20.37,18.73,14.75,16.5,18.33,20.28,21.28,23.97,23.35,22.57,21.97,21.14,21.12,17.18,
América Latina y el Caribe,LCN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.851081357,7.718825671,7.737887821,8.473064987,9.806862019,10.33460513,10.44029048,10.74918548,11.58474964,11.50351822,10.78825121,11.09860305,11.2371356,10.79990325,10.07214648,9.281009496,8.826490928,8.293976126,9.266024226,8.670122601,8.06791695,7.789758568,7.68263943,7.356973842,8.005977528,9.229773982,9.570622177,9.455084214,9.543110613,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.766403604,3.817503069,3.879068531,3.848571734,3.874707342,3.881983993,3.882139312,3.943745738,4.072759949,4.091849704,4.135077976,4.298830718,4.479966625,4.570450805,4.65717578,4.559325085,4.477126386,4.389620779,4.742515673,4.966510867,4.937777803,5.01410238,5.094757573,4.994036023,5.014666046,5.022375894,4.941713129,4.80203721,4.742175566,
Países de ingreso bajo,LIC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.777476238,3.800303677,3.870586185,3.981427984,4.124222159,4.207687824,4.268321569,4.420462357,4.595332964,4.670829266,4.758788019,4.807746573,4.84788741,4.698860306,4.541907585,4.507935457,4.521351705,4.543406364,4.892982384,5.118185217,5.025949557,5.076155902,4.977955999,4.915781129,4.938091472,4.865576526,4.754956295,4.644582968,4.606857417,
Sri Lanka,LKA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.91,22.04,21.93,20.46,19.13,17.9,16.54,13.57,13.38,11.47,11.42,13.01,12.86,12.91,11.89,9.9,9.13,8.2,8.74,7.5,7.01,6.18,6.49,6.34,7.45,6.84,6.32,6.96,6.87,
Países de ingreso mediano bajo,LMC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.563164221,4.599265658,4.784194649,5.14064484,5.381041986,5.48741239,5.485949835,5.732997409,5.910137624,5.821623679,5.937166405,5.968041473,6.047242588,6.096455477,6.182218802,5.859134493,5.757763161,5.376028475,5.572267389,5.603031304,5.403954032,5.318460035,5.361209435,5.36917473,5.644801284,5.734035507,5.687784325,5.461872293,5.281423546,
Ingreso mediano y bajo,LMY,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.063957975,4.075061392,4.346398376,4.757191109,5.090938455,5.209934912,5.34994799,5.578949063,5.78214398,5.63621595,5.72461321,5.896535416,6.050883789,5.966199045,5.927561353,5.672230142,5.489082512,5.337873556,5.675714389,5.564585894,5.390528928,5.335823871,5.343854248,5.31861918,5.539360001,5.714357343,5.709263135,5.560002358,5.62454276,
Lesotho,LSO,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,46,46.61,47.02,47.35,47.4,47.59,47.23,45.62,44.38,43.32,41.89,40.66,39.76,38.4,37.2,35.96,34.75,33.73,33.17,32.55,31.59,30.61,29.46,29.29,29.01,28.83,28.35,28.28,28.13,
avanzada del dividendo demográfico,LTE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.552191185,3.497087491,3.74597477,4.156151923,4.28276684,4.47497608,4.738293771,5.035854616,5.305570035,5.164007652,5.268987902,5.400611709,5.669835111,5.523169827,5.473420853,5.168011161,4.884930664,4.931170513,5.339634791,5.059239097,4.902837411,4.854625761,4.806298528,4.686903405,4.874320143,5.070111696,5.082581175,4.913692151,5.123703864,
Lituania,LTU,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.43,0.43,12.71,12.86,17.35,16.23,13.94,11.86,12.06,13.6,14.09,12.78,13.2,11.07,8.54,5.61,4.33,5.63,10.53,14.52,12.91,11.58,10.48,9.22,8.16,6.65,5.67,5.41,5.5,
Luxemburgo,LUX,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.12,2.78,3.13,4.29,4.39,4.66,3.65,4.17,3.34,3.14,2.17,3.64,4.71,7.09,5.83,6.27,4.72,6.03,6.13,5.1,6.26,5.91,6.39,5.77,7.35,6.63,5.5,5.88,5.53,
Letonia,LVA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.79,5.42,15.63,18.62,19.07,21.12,14.79,13.5,13.36,13.38,12.46,12.76,12.02,12.27,9.97,6.74,5.57,7.08,14.13,16.28,13.78,13.94,11.14,9.83,8.64,8.4,7.67,6.42,5.43,
"Región Administrativa Especial de Macao, China",MAC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.76,2.38,1.98,2.62,2.97,3.58,2.58,3.31,4.34,4.61,4.4,4.49,4.71,4.04,3.79,3.8,2.89,2.79,2.84,2.08,2.16,1.65,1.4,1.44,1.6,1.49,1.59,1.29,1.29,
Marruecos,MAR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13.11,12.83,13.05,13.61,12.92,13.68,13.1,13.5,13.3,13.02,12.51,12.54,12.98,11.36,11.55,9.67,9.43,9.78,9.28,9.49,10.23,9.95,9.57,10.29,10.42,10.7,10.71,10.56,10.47,
República de Moldova,MDA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.98,2.36,2.48,4.05,3.76,6.03,6.07,7.91,8.96,7.21,5.91,5.55,6.37,6.33,5.97,5.8,3.88,3.37,4.89,5.73,5.59,4.29,4.14,3.06,2.92,2.88,3.34,3.13,4.35,
Madagascar,MDG,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.58,5.75,5.84,5.87,5.87,5.87,5.86,5.88,5.91,5.88,5.4,5.72,6.24,4.8,3.51,3.76,4.01,4.34,4.89,5.33,2.35,0.63,0.97,1.37,1.8,1.79,1.75,1.71,1.7,
Maldivas,MDV,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.34,1.33,1.33,1.33,1.31,1.59,1.88,2.17,2.44,2.73,3.63,4.74,6.13,7.11,8.05,9.83,10.77,12.16,14.08,12.46,10.65,8.9,7.48,6.04,5.78,5.52,5.41,5.31,5.22,
Oriente Medio y Norte de África,MEA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,16.52692594,15.34748574,16.29181824,16.57719148,16.58344484,14.88440608,15.15942187,15.47669721,15.59811182,17.10090352,17.31587981,18.23493726,17.65463891,16.95672218,17.29258968,16.20462354,15.21517023,15.23765523,16.40683995,17.03151858,17.34045109,17.81913987,17.67009813,17.85157067,18.15097611,18.34619786,18.5316342,17.85185813,17.67899358,
México,MEX,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.37,4.18,4.01,5.01,8.87,7.1,6.38,5.11,3.68,3.38,3.39,3.83,4.47,5.27,3.91,3.89,4,4.04,5.35,5.18,5.13,4.88,4.96,4.85,4.45,3.91,3.6,3.43,3.52,
 Ingreso mediano,MIC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.085829629,4.0961592,4.383242088,4.817516113,5.167088003,5.289488316,5.436553946,5.672659792,5.87919893,5.716063493,5.805635093,5.989037795,6.154250942,6.076309833,6.0494833,5.776227462,5.576646607,5.411222336,5.749126512,5.607358139,5.426111775,5.361616494,5.380904326,5.360225338,5.602728317,5.805857618,5.814395312,5.663234226,5.741760001,
Macedonia del Norte,MKD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,39.71,39.85,40.1,40.57,40.63,40.78,40.77,37.64,33.26,34.9,32.06,32.3,36.28,37.81,38.44,37.2,35.54,34.16,32.82,32.24,30.79,30.33,29.02,28.62,25.06,22.73,21.82,19.87,18.39,
Malí,MLI,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.2,3.21,3.34,3.36,3.35,3.34,3.3,4.04,4.93,5.82,7.03,8.04,9.56,10.85,11.77,12.35,12.97,12.17,11.8,10.89,9.25,8.82,8.53,6.29,8.79,8.64,8.4,8.25,8.2,
Malta,MLT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.32,6.07,6.05,6.16,6.35,6.26,6.18,6.23,6.29,6.53,8.07,8.3,9.9,8.26,8.37,8.32,7.89,6.78,7.63,7.13,7.13,7.21,6.14,5.1,5.39,5.16,4.25,3.5,3.61,
Myanmar,MMR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.75,0.86,0.87,0.89,0.89,0.88,0.88,0.88,0.92,0.93,0.93,0.94,0.95,0.94,0.92,0.87,0.84,0.79,0.85,0.88,0.9,0.92,0.94,0.92,0.9,1.4,2.04,1.05,0.59,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,17.75378968,16.07259459,17.34000734,17.85720958,18.2089318,16.29437805,16.51703409,16.86017513,16.96375843,18.69488126,18.8664091,19.77070521,18.90919334,18.01186718,18.52567419,17.31018219,16.27378533,16.58585255,17.81005119,18.69657356,19.08439402,19.59043387,19.53600758,19.82057496,20.27992428,20.54300997,20.8752884,20.06596292,19.78212357,
Montenegro,MNE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,34.56,34.74,35.08,35.61,35.97,36.05,35.89,35.83,35.51,35.81,35.7,35.82,35.82,35.76,35.54,27.7,20.97,18.33,20.43,20.74,20.14,20.25,18.82,18.22,17.31,17.08,16.95,15.1,15.69,
Mongolia,MNG,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.74,5.81,6.05,6.14,6.16,6.12,6.12,6.12,6.16,6.1,6.16,6.2,6.42,6.67,6.89,7.01,7.15,5.17,6.18,5.89,4.42,3.52,4.47,4.4,4.25,5.87,5.64,4.81,4.75,
Mozambique,MOZ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.57,1.6,1.69,1.66,1.67,1.65,1.56,1.7,1.85,1.95,2.06,2.15,2.24,2.29,2.34,2.38,2.4,2.48,2.81,2.98,3.14,3.34,3.52,3.64,3.67,3.58,3.5,3.45,3.5,
